employees,revenue,venture,sbir,state,zip,tech,tech_broad,campus,latitude,longitude,city,state,county,zip,congressional,state_assembly,state_senate
7,"$660,000","$66,330,209","$4,585,360",CA,91107,Medical Devices,Medical,UCSF,34.14880994,-118.0986178,Pasadena,CA,Los Angeles County,91107,CA27,Assembly District 41,State Senate District 25
16,"$1,300,000","$117,200,000",,CA,94080,Medical Therapeutics,Medical,UCSF,37.66252964,-122.3884541,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,,,CA,94109,Medical Therapeutics,Medical,UCSF,37.78820286,-122.4241976,San Francisco,CA,San Francisco County,94109,CA12,Assembly District 17,State Senate District 11
3,"$200,000","$44,271,000",,CA,92653,Medical Devices,Medical,UCSF,33.595714,-117.715535,Laguna Hills,CA,Orange County,92653,CA45,Assembly District 73,State Senate District 36
120,"$16,149,000","$5,000,000",,CA,95014,Medical Devices,Medical,UCSF,37.331475,-122.0058,Cupertino,CA,Santa Clara County,95014,CA17,Assembly District 28,State Senate District 15
,,"$1,500,000",,CA,94025,Medical Devices,Medical,UCSF,37.439616,-122.186373,Menlo Park,CA,San Mateo County,94025,CA18,Assembly District 24,State Senate District 13
3,"$120,000","$104,190,000","$100,000",CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,,"$146,782",CO,80228,Medical Devices,Medical,UCSF,39.71221411,-105.1391338,Denver,CO,Denver County,80228,CO07,State House District 23,State Senate District 20
13,"$1,400,000","$55,457,000",,CO,80021,Medical Devices,Medical,UCSF,39.87364233,-105.0818447,Aurora,CO,Adams County,80021,CO07,State House District 29,State Senate District 19
,,,,NY,10022,Medical Therapeutics,Medical,UCSF,40.75790185,-73.97112104,New York,NY,New York County,10022,NY12,Assembly District 73,State Senate District 28
,,"$1,062,500",,UK,CB 25 9TN,Medical Therapeutics,Medical,UCSF,,,,,,,,,
5,"$350,000","$7,000,000",,CA,94010,Medical Therapeutics,Medical,UCSF,37.6016252,-122.3733031,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
,,"$45,000,000",,CA,92121,Medical Therapeutics,Medical,UCSF,32.90540509,-117.2301424,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
,,,,CA,94158,Research Tools,Research Tools,UCSF,37.768106,-122.386927,San Francisco,CA,San Francisco County,94158,CA12,Assembly District 17,State Senate District 11
25,"$2,300,000","$147,000,000",,MA,1832,Medical Therapeutics,Medical,UCSF,42.80112288,-71.172208,Haverhill,MA,Essex County,1832,MA03,3rd Essex District,First Essex District
2,"$500,000",,,CA,94707,Medical Therapeutics,Medical,UCSF,37.893125,-122.2821929,Berkeley,CA,Alameda County,94707,CA13,Assembly District 15,State Senate District 9
3,"$85,000",,,TX,75701,Software and Services,Information Technology,UCSF,32.34255376,-95.29765206,Tyler,TX,Smith County,75701,TX01,State House District 6,State Senate District 1
110,"$16,800,000","$26,700,000","$1,188,310",CA,94010,Research Tools,Research Tools,UCSF,37.6016252,-122.3733031,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
227,"$31,338,000","$46,850,000",,CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
11186,"$13,418,000,000","$15,000,000",,CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
11,"$900,000","$5,000,000",,CA,94606,Medical Therapeutics,Medical,UCSF,37.78079145,-122.2412028,Oakland,CA,Alameda County,94606,CA13,Assembly District 18,State Senate District 9
35,"$3,800,000","$31,000,000","$199,280",CA,94502,Medical Therapeutics,Medical,UCSF,37.7264585,-122.2322825,Alameda,CA,Alameda County,94502,CA13,Assembly District 18,State Senate District 9
170,"$54,799,000","$8,057,500",,CA ,92121,Medical Therapeutics,Medical,UCSF,32.93031929,-117.2414935,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
10,"$1,000,000",,"$586,785",CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,,,CA,92014,Medical Therapeutics,Medical,UCSF,32.95949,-117.26531,Del Mar,CA,San Diego County,92014,CA49,Assembly District 78,State Senate District 39
7,"$580,000","$3,500,000",,CA,94080,Medical Diagnostics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
22,,"$41,000,000",,CA,92037,Medical Therapeutics,Medical,UCSF,32.90299431,-117.2429385,La Jolla,CA,San Diego County,92037,CA49,Assembly District 78,State Senate District 39
,,,,CA,94301,Medical Therapeutics,Medical,UCSF,37.44857627,-122.1589218,Palo Alto,CA,Santa Clara County,94301,CA18,Assembly District 24,State Senate District 13
,,"$1,225,000",,CA,94010,Medical Therapeutics,Medical,UCSF,37.567086,-122.367573,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
,,,,CA,94116,Medical Devices,Medical,UCSF,37.75030546,-122.4636342,San Francisco,CA,San Francisco County,94116,CA14,Assembly District 19,State Senate District 11
,,"$28,200,000",,Germany,82152,Medical Therapeutics,Medical,UCSF,,,,,,,,,
12,"$710,730","$11,000,000",,BC,V8W 3Y7,Medical Therapeutics,Medical,UCSF,,,,,,,,,
79,"$8,083,000","$40,900,000","$199,999",CA,94010,Medical Therapeutics,Medical,UCSF,37.6016252,-122.3733031,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
,,,,CA,91001,Medical Diagnostics,Medical,UCSF,34.18717967,-118.1597213,Altadena,CA,Los Angeles County,91001,CA27,Assembly District 41,State Senate District 25
4,"$200,000",,,NY,10005,Medical Therapeutics,Medical,UCSF,40.70766326,-74.01137079,New York,NY,New York County,10005,NY10,Assembly District 65,State Senate District 26
1,"$87,000",,,CA,94118,Software and Services,Information Technology,UCSF,37.78618141,-122.4721741,San Francisco,CA,San Francisco County,94118,CA12,Assembly District 19,State Senate District 11
4,"$150,000",,,CA,94107,Medical Therapeutics,Medical,UCSF,37.77708826,-122.3917089,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
2,"$210,000",,"$2,039,914",CA,94538,Medical Devices,Medical,UCSF,37.47944412,-121.9453577,Fremont,CA,Alameda County,94538,CA17,Assembly District 25,State Senate District 10
,,"$2,500,000",,CA,94107,Research Tools,Research Tools,UCSF,37.75793002,-122.3911893,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
10,"$1,100,000","$40,250,000",,CA,94303,Medical Therapeutics,Medical,UCSF,37.44626355,-122.1183091,East Palo Alto,CA,San Mateo County,94303,CA18,Assembly District 24,State Senate District 13
35,"$11,503,000","$85,500,000",,CA,94404,Medical Therapeutics,Medical,UCSF,37.560831,-122.286292,San Mateo,CA,San Mateo County,94404,CA14,Assembly District 22,State Senate District 13
6,"$570,000",,,CA,94062,Software and Services,Information Technology,UCSF,37.635467,-122.5261333,Redwood City,CA,San Mateo County,94062,CA14,Assembly District 22,State Senate District 13
8,"$550,000","$5,523,000",,CA,94063,Medical Diagnostics,Medical,UCSF,37.49375416,-122.2332115,Redwood City,CA,San Mateo County,94063,CA14,Assembly District 22,State Senate District 13
9,"$590,000","$820,800",,CA,94920,Medical Therapeutics,Medical,UCSF,37.89743029,-122.4974924,Belvedere-Tiburon,CA,Marin County,94920,CA02,Assembly District 10,State Senate District 2
4,,,,CA,94107,Medical Therapeutics,Medical,UCSF,37.77966049,-122.3937622,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
3,"$210,000","$3,800,000",,CA,94158,Medical Therapeutics,Medical,UCSF,37.76573875,-122.3880476,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
8,"$500,000",,"$5,030,311",CA,92121,Medical Therapeutics,Medical,UCSF,32.93129371,-117.2429493,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
80,,"$28,575,000","$1,631,887",CA,94080,Research Tools,Research Tools,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,"$5,000,000",,CA,94502,Medical Therapeutics,Medical,UCSF,37.725176,-122.239822,Alameda,CA,Alameda County,94502,CA13,Assembly District 18,State Senate District 9
,,,,CT,6825,Medical Devices,Medical,UCSF,41.192527,-73.226255,Bridgeport,CT,,6825,CT04,State House District 133,State Senate District 28
2,"$140,000","$6,780,000",,NC,27601,Medical Therapeutics,Medical,UCSF,35.77892639,-78.63915978,Raleigh,NC,Wake County,27601,NC04,State House District 33,State Senate District 14
,,"$300,000",,CA,94041,Medical Diagnostics,Medical,UCSF,37.388528,-122.075734,Mountain View,CA,Santa Clara County,94041,CA18,Assembly District 24,State Senate District 13
30,"$3,500,000","$38,669,760","$1,158,565",CA,94108,Software and Services,Information Technology,UCSF,37.78791855,-122.4038397,San Francisco,CA,San Francisco County,94108,CA12,Assembly District 17,State Senate District 11
3,"$230,000",,"$273,920",CA,92653,Medical Diagnostics,Medical,UCSF,33.57380762,-117.7221149,Laguna Hills,CA,Orange County,92653,CA48,Assembly District 73,State Senate District 36
15,"$1,600,000","$86,350,000",,CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,"$480,000",,CA,94104,Software and Services,Information Technology,UCSF,37.79157635,-122.4025047,San Francisco,CA,San Francisco County,94104,CA12,Assembly District 17,State Senate District 11
34,"$3,700,000","$26,930,000",,CA,94107,Medical Therapeutics,Medical,UCSF,37.77558533,-122.3975239,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
,,,"$97,604",CA,94608,Medical Therapeutics,Medical,UCSF,37.83548611,-122.289832,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
6,"$640,000","$59,054,000",,CA,94063,Medical Devices,Medical,UCSF,37.477951,-122.213282,Redwood City,CA,San Mateo County,94063,CA18,Assembly District 22,State Senate District 13
67,"$14,000,000","$126,100,000","$532,740",CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,,,CA,94022,Medical Therapeutics,Medical,UCSF,37.357472,-122.144416,Los Altos,CA,Santa Clara County,94022,CA18,Assembly District 24,State Senate District 13
,,,,CA,94566,Medical Devices,Medical,UCSF,37.64673351,-121.8200705,Pleasanton,CA,Alameda County,94566,CA15,Assembly District 16,State Senate District 7
16,"$1,700,000","$57,500,000",,CA,94080,Medical Therapeutics,Medical,UCSF,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
,,,,CA,94949,Medical Therapeutics,Medical,UCSF,38.06644017,-122.5308933,Novato,CA,Marin County,94949,CA02,Assembly District 10,State Senate District 2
39,"$3,400,000","$24,000,000",,CA,94509,Medical Therapeutics,Medical,UCSF,37.98071627,-121.8348304,Antioch,CA,Contra Costa County,94509,CA09,Assembly District 11,State Senate District 7
,,,,FL,33614,Medical Diagnostics,Medical,UCSF,28.03522321,-82.49144769,Tampa,FL,Hillsborough County,33614,FL14,State House District 62,State Senate District 19
121,"$21,062,000","$22,940,000","$109,001",CA,94108,Software and Services,Information Technology,UCSF,37.791028,-122.408782,San Francisco,CA,San Francisco County,94108,CA12,Assembly District 17,State Senate District 11
3,"$290,000",,"$1,663,603",CA,95128,Software and Services,Information Technology,UCSF,37.31723569,-121.9491561,San Jose,CA,Santa Clara County,95128,CA18,Assembly District 28,State Senate District 15
260,"$39,952,000","$9,800,000","$599,070",CA,94025,Medical Therapeutics,Medical,UCSF,37.47956015,-122.1522456,Menlo Park,CA,San Mateo County,94025,CA14,Assembly District 24,State Senate District 13
,,,"$125,726",CA,94105,Medical Therapeutics,Medical,UCSF,37.7903527,-122.3999161,San Francisco,CA,San Francisco County,94105,CA12,Assembly District 17,State Senate District 11
1,"$200,000",,,CA,94158,Software and Services,Information Technology,UCSF,37.77836339,-122.3967695,San Francisco,CA,San Francisco County,94158,CA12,Assembly District 17,State Senate District 11
3,"$190,000",,"$1,078,797",WI,53711,Medical Therapeutics,Medical,UCSF,43.05564981,-89.47158776,Madison,WI,Dane County,53711,WI02,Assembly District 77,State Senate District 26
,,,,CA,94301,Medical Therapeutics,Medical,UCSF,37.45359686,-122.152022,Palo Alto,CA,Santa Clara County,94301,CA18,Assembly District 24,State Senate District 13
,,"$33,170,000",,MA,2141,Medical Therapeutics,Medical,UCSF,42.368673,-71.083596,Cambridge,MA,Middlesex County,2141,MA07,26th Middlesex District,Middlesex & Suffolk District
5,"$340,000","$6,616,000",,CA,94024,Research Tools,Research Tools,UCSF,37.3407065,-122.0712375,Los Altos,CA,Santa Clara County,94024,CA18,Assembly District 24,State Senate District 13
1,"$94,000","$200,000",,CA,94107,Medical Therapeutics,Medical,UCSF,37.778683,-122.3960789,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
3,"$200,000","$17,950,000","$199,500",CA,94608,Medical Therapeutics,Medical,UCSF,37.83579902,-122.2899563,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
,,"$50,000",,CA,94123,Medical Devices,Medical,UCSF,37.79817686,-122.4269337,San Francisco,CA,San Francisco County,94123,CA12,Assembly District 19,State Senate District 11
2,"$140,000",,,CA,94118,Medical Therapeutics,Medical,UCSF,37.77837424,-122.4749385,San Francisco,CA,San Francisco County,94118,CA12,Assembly District 19,State Senate District 11
1,"$51,000",,,OH,44106,Medical Diagnostics,Medical,UCSF,41.49644635,-81.59573169,Cleveland,OH,Cuyahoga County,44106,OH11,State House District 9,State Senate District 21
,,,,CA,94131,Medical Devices,Medical,UCSF,37.74518703,-122.4421384,San Francisco,CA,San Francisco County,94131,CA12,Assembly District 17,State Senate District 11
13,"$1,200,000",,"$440,016",CA,92037,Medical Therapeutics,Medical,UCSF,32.87330877,-117.2439339,La Jolla,CA,San Diego County,92037,CA49,Assembly District 78,State Senate District 39
,,,,CA,92011,Advanced Materials,Advanced Materials,UC Merced,33.11856884,-117.2790618,Castle Park,CA,San Diego County,92011,CA49,Assembly District 76,State Senate District 36
9,"$680,000",,,CA,94941,Software and Services,Information Technology,UC Merced,37.880749,-122.519153,Sausalito,CA,Marin County,94965,CA02,Assembly District 10,State Senate District 2
16,"$1,900,000","$190,795,000",,CA,95112,Energy,Energy,UC Merced,37.37004,-121.892093,San Jose,CA,Santa Clara County,95112,CA17,Assembly District 25,State Senate District 10
4,"$100,000",,,CA,94705,Research Tools,Research Tools,LBNL,37.86385424,-122.2335834,Berkeley,CA,Alameda County,94705,CA13,Assembly District 15,State Senate District 9
2,"$170,000",,,CA,94610,Advanced Materials,Advanced Materials,LBNL,37.8207788,-122.2427109,Oakland,CA,Alameda County,94610,CA13,Assembly District 15,State Senate District 9
22,"$4,200,000","$29,000,000","$806,269",CA,94545,Electronic Systems and Components,Electronic Systems,LBNL,37.625445,-122.1222364,Hayward,CA,Alameda County,94545,CA15,Assembly District 20,State Senate District 10
,,,,CA,94556,Research Tools,Research Tools,LBNL,37.86021078,-122.1243958,Moraga,CA,Contra Costa County,94556,CA11,Assembly District 16,State Senate District 7
3,"$240,000",,,CA,94583,Medical Therapeutics,Medical,LBNL,37.768556,-121.975531,San Ramon,CA,Contra Costa County,94583,CA15,Assembly District 16,State Senate District 7
300,,"$30,939,773",,CA,94010,Medical Diagnostics,Medical,LBNL,37.60094267,-122.3740072,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
,,"$11,035,000",,CA,92126,Advanced Materials,Advanced Materials,LBNL,32.89629362,-117.1319434,San Diego,CA,San Diego County,92126,CA52,Assembly District 77,State Senate District 39
4,"$350,000",,,CA,94612,Research Tools,Research Tools,LBNL,37.8094684,-122.266852,Oakland,CA,Alameda County,94612,CA13,Assembly District 18,State Senate District 9
2,"$180,000",,,CA,92610,Energy,Energy,LBNL,33.68641,-117.66088,Foothill Ranch,CA,Orange County,92610,CA45,Assembly District 68,State Senate District 37
2,"$160,000",,,CA,94710,Medical Diagnostics,Medical,LBNL,37.85171686,-122.2913993,Berkeley,CA,Alameda County,94710,CA13,Assembly District 15,State Senate District 9
3,"$250,000",,,CA,95054,Research Tools,Research Tools,LBNL,37.39578977,-121.9488592,Santa Clara,CA,Santa Clara County,95054,CA17,Assembly District 25,State Senate District 10
3,"$310,000",,,CA,95070,Advanced Materials,Advanced Materials,LBNL,37.28828468,-122.0033403,Saratoga,CA,Santa Clara County,95070,CA18,Assembly District 28,State Senate District 15
3,"$240,000","$2,000,000","$150,000",CA,94705,Advanced Materials,Advanced Materials,LBNL,37.85119779,-122.2533577,Berkeley,CA,Alameda County,94705,CA13,Assembly District 15,State Senate District 9
6,"$670,000","$20,382,000","$249,510",MA,1760,Software and Services,Information Technology,LBNL,42.3002545,-71.3570285,Natick,MA,Middlesex County,1760,MA05,5th Middlesex District,Second Middlesex & Norfolk District
,,,"$2,745,694",CA,92131,Electronic Systems and Components,Electronic Systems,LBNL,32.874916,-117.088322,San Diego,CA,San Diego County,92131,CA52,Assembly District 77,State Senate District 38
2,"$50,000",,,CA,94523,Electronic Systems and Components,Electronic Systems,LBNL,37.92949224,-122.0777268,Pleasant Hill,CA,Contra Costa County,94523,CA11,Assembly District 14,State Senate District 3
6,"$480,000",,"$2,248,213",CA,94608,Energy,Energy,LBNL,37.83987727,-122.2911844,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
48,"$7,000,000","$22,500,000",,CA,92612,Advanced Materials,Advanced Materials,LBNL,33.66846766,-117.8576426,Irvine,CA,Orange County,92612,CA48,Assembly District 74,State Senate District 37
256,"$52,250,000","$45,680,000","$100,000",MA,2142,Medical Therapeutics,Medical,LBNL,42.36284,-71.084814,Cambridge,MA,Middlesex County,2142,MA07,26th Middlesex District,Middlesex & Suffolk District
,,,,CA,94704,Advanced Materials,Advanced Materials,LBNL,37.87159427,-122.2724244,Berkeley,CA,Alameda County,94704,CA13,Assembly District 15,State Senate District 9
1,"$90,000",,,CA,94115,Advanced Materials,Advanced Materials,LBNL,37.79367686,-122.4321514,San Francisco,CA,San Francisco County,94115,CA12,Assembly District 19,State Senate District 11
23,"$1,900,000","$63,750,000","$1,366,017",CA,94608,Medical Diagnostics,Medical,LBNL,37.83579902,-122.2899563,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
6,"$440,000",,"$775,000",CA,94608,Research Tools,Research Tools,LBNL,37.83579902,-122.2899563,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
2,"$130,000",,,MA,2110,Medical Therapeutics,Medical,LBNL,42.361962,-71.047847,Boston,MA,Suffolk County,2110,MA08,3rd Suffolk District,First Suffolk & Middlesex District
2,"$200,000",,,CA,94025,Research Tools,Research Tools,LBNL,37.439616,-122.186373,Menlo Park,CA,San Mateo County,94025,CA18,Assembly District 24,State Senate District 13
4,"$360,000",,,CA,94545,Research Tools,Research Tools,LBNL,37.62367804,-122.1256037,Hayward,CA,Alameda County,94545,CA15,Assembly District 20,State Senate District 10
9,,"$4,300,000","$150,000",CA,94501,Energy,Energy,LBNL,37.78578143,-122.3020886,Alameda,CA,Alameda County,94501,CA13,Assembly District 18,State Senate District 9
26,"$2,700,000",,,CA,94710,Energy,Energy,LBNL,37.86031226,-122.295267,Berkeley,CA,Alameda County,94710,CA13,Assembly District 15,State Senate District 9
,,"$37,500,000","$205,400",CA,94545,Advanced Materials,Advanced Materials,LBNL,37.62559564,-122.1265072,Hayward,CA,Alameda County,94545,CA15,Assembly District 20,State Senate District 10
,,,,?DC?,???,Energy,Energy,LBNL,38.893311,-77.014647,Washington,DC,District of Columbia,20042,DC98,,Ward 2
4,"$270,000","$17,920,000",,CA,94080,Medical Therapeutics,Medical,LBNL,37.657443,-122.423483,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
17,"$1,800,000","$41,670,000",,CA,94545,Energy,Energy,LBNL,37.623702,-122.126519,Hayward,CA,Alameda County,94545,CA15,Assembly District 20,State Senate District 10
30,,"$7,000,000",,CA,94608,"Communications, Information Technology, and Data Processing",Information Technology,LBNL,37.84298428,-122.2955667,Emeryville,CA,Alameda County,94608,CA13,Assembly District 15,State Senate District 9
15,"$1,500,000","$124,660,000","$99,800",CA,95131,Energy,Energy,LBNL,37.38049045,-121.919161,San Jose,CA,Santa Clara County,95131,CA17,Assembly District 25,State Senate District 10
,,,,CA,94530,Medical Diagnostics,Medical,LBNL,37.938139,-122.310309,El Cerrito,CA,Contra Costa County,94530,CA11,Assembly District 15,State Senate District 9
210,,,"$824,582",CA,95051,Advanced Materials,Advanced Materials,LBNL,37.37763257,-121.9822807,Santa Clara,CA,Santa Clara County,95051,CA17,Assembly District 25,State Senate District 10
91,,"$71,540,000","$1,163,404",CA,92121,Medical Therapeutics,Medical,LBNL,32.89542114,-117.2306718,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
10,"$830,000",,"$300,000",CA,94107,Software and Services,Information Technology,LBNL,37.7580158,-122.3911973,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
162,"$24,700,000","$313,040,000",,CA,95035,Advanced Materials,Advanced Materials,LBNL,37.42970754,-121.8977708,Milpitas,CA,Santa Clara County,95035,CA17,Assembly District 25,State Senate District 10
125,"$14,100,000","$88,580,000",,CA,92618,Environment,Environment,LBNL,33.66046211,-117.7513963,Irvine,CA,Orange County,92618,CA45,Assembly District 74,State Senate District 37
3,"$230,000",,,CA,94708,Energy,Energy,LBNL,37.88402063,-122.2651989,Berkeley,CA,Alameda County,94708,CA13,Assembly District 15,State Senate District 9
,,"$7,000,000","$5,383,545",CA,94588,Research Tools,Research Tools,LBNL,37.68563885,-121.9036292,Pleasanton,CA,Alameda County,94588,CA15,Assembly District 16,State Senate District 7
